Stock A,Stock B,Z Entry Threshold A,Z Entry Threshold B,Z Exit Threshold,Stop Loss Threshold,Final Cumulative Returns,Final Sharpe Ratio,Final Sortino Ratio,Final Max Drawdown,Total Trades,Win Rate,Profit Factor,Average Profit,Average Loss,Timestep 1
LUK,NICGF,-1.391325454407245,1.357575803517711,-0.3872533458915033,0.05,"(14613.08131476605,)","(0.4752077232085476,)","(0.07445642853123435,)","(0.06724066369406104,)","(105.0,)",0.6952380952380952,"(2.5810102301790296,)","(0.27648630136986313,)",0.25225806451612903,14613.08131476605
LUK,CBLD88,-1.579310551553402,1.4331520622675933,0.27702433002812876,0.05,"(11693.994844140525,)","(0.39676516615969665,)","(0.09320175012667524,)","(0.041545110890437144,)","(55.0,)",0.6909090909090909,"(1.6030043928459357,)","(5.37765789473684,)",7.498823529411767,11693.994844140525
LUK,NICFC,-1.3186963210780265,2.9733060202487387,-0.20034352976425474,0.05,"(11850.93587315246,)","(0.46774965289130366,)","(0.07135999600434162,)","(0.06093656747031266,)","(44.0,)",0.6818181818181818,"(4.640163934426226,)","(0.18869999999999998,)",0.0938461538461539,11850.93587315246
LUK,PSF,-1.2346669408397406,1.8645147994583258,0.3667239675140682,0.05,"(14944.182593544989,)","(0.9096550998830344,)","(0.15151505458085093,)","(0.0457703420044223,)","(80.0,)",0.75,"(4.224484536082475,)","(0.20488749999999992,)",0.15315789473684202,14944.182593544989
LUK,SBLD84,-2.5204073546402688,1.8734685149215997,-0.3120454450078215,0.05,"(11305.41615569225,)","(-0.25191515454068725,)","(-0.06723703338177538,)","(0.019137420967260215,)","(27.0,)",0.5555555555555556,"(0.6004517462118152,)","(4.940116666666678,)",10.284166666666673,11305.41615569225
LUK,SRLI,-1.9342286981470793,1.5743823601160436,0.30533344794165185,0.05,"(10288.85923774527,)","(-1.0154125937224387,)","(-0.12262415687666549,)","(0.044314891373659314,)","(50.0,)",0.48,"(1.201630923202614,)","(12.256635416666663,)",9.792,10288.85923774527
LUK,PRSF,-2.9523856397906636,1.6649306212777608,-0.34103634366911373,0.05,"(10998.661903950273,)","(0.42666121190629175,)","(0.04989208718138842,)","(0.1137394390147366,)","(23.0,)",0.5652173913043478,"(1.3055989583333316,)","(0.1928269230769229,)",0.21333333333333343,10998.661903950273
LUK,SBD87,-1.4177753708182983,2.192831257382461,0.43172200013410567,0.1,"(11499.713627593952,)","(-0.12300231044781783,)","(-0.03161890929390228,)","(0.033859330801593666,)","(47.0,)",0.5957446808510638,"(0.2914194123397161,)","(1.8100267857142873,)",9.66166666666667,11499.713627593952
AHL,MDB,-1.336478818371062,2.790422875577794,-0.3205159293626241,0.05,"(12655.545199460126,)","(1.1225733111688372,)","(0.49662520447127734,)","(0.026959159587072897,)","(20.0,)",0.6,"(0.9132661652447236,)","(13.558958333333331,)",22.270000000000003,12655.545199460126
AHL,SMH,-1.3766264791721192,1.4233134304738946,-0.47487018936661574,0.1,"(11225.035741989466,)","(0.43782910799535163,)","(0.04848284163335831,)","(0.06253134999053409,)","(35.0,)",0.6,"(1.7032497441146366,)","(15.848333333333336,)",15.030769230769234,11225.035741989466
AHL,NADEP,-1.1524366289854795,2.600657570120738,0.2993914425899894,0.1,"(10080.90038607392,)","(-0.49955455712073626,)","(-0.0483872264002,)","(0.047638593908629456,)","(13.0,)",0.6153846153846154,"(1.8628353376503244,)","(25.1715625,)",27.02499999999999,10080.90038607392
AHL,PROFL,-1.2325096611259736,1.0804221696472014,0.47898798690728206,0.1,"(11221.801772284012,)","(0.5832316600746914,)","(0.30504606747686863,)","(0.013973057705585127,)","(9.0,)",0.5555555555555556,"(1.9793362831858403,)","(22.366499999999995,)",14.125,11221.801772284012
AHL,MKHL,-1.7643418320632005,1.0122883595356835,-0.02750365141016653,0.1,"(15701.45087442123,)","(1.5008572071592596,)","(0.25309208680929685,)","(0.058585870457970174,)","(38.0,)",0.5263157894736842,"(2.0318959731543633,)","(15.137625000000005,)",8.764705882352942,15701.45087442123
AHL,SLBBL,-1.2889611271590091,2.119427230336297,0.08986647351697075,0.15000000000000002,"(12886.00214849036,)","(1.2196627543503222,)","(0.3328301003760217,)","(0.030858227141256765,)","(17.0,)",0.6470588235294118,"(3.8049343581687562,)","(30.826886363636365,)",14.853333333333353,12886.00214849036
AHL,MSLB,-1.3976953173698319,2.8945615707633148,-0.05754693993234827,0.05,"(10448.798811492652,)","(-0.14574624717718723,)","(-0.021825409533485114,)","(0.057141340923311176,)","(18.0,)",0.5,"(0.9893987341772152,)","(20.843333333333337,)",21.06666666666667,10448.798811492652
AHL,KBSH,-1.290940092856388,1.2926378760070054,0.08219207121827132,0.05,"(11731.729123055138,)","(1.5156972708758272,)","(0.36942084591998026,)","(0.02613824026906486,)","(25.0,)",0.64,"(3.6559851301115245,)","(30.73312499999999,)",16.812499999999993,11731.729123055138
AHL,SPHL,-1.9428285749665448,2.8827840174415,-0.37908797326236665,0.1,"(11432.681164789024,)","(0.6878119430481483,)","(0.4205698750579999,)","(0.011605417255412642,)","(7.0,)",0.42857142857142855,"(1.6897966867469865,)","(37.40083333333332,)",22.133333333333344,11432.681164789024
AHL,USHL,-1.1623371057772118,2.0353766221630067,-0.10544240315887776,0.05,"(13223.398475198312,)","(2.3006756581665875,)","(0.6631273608872388,)","(0.034119364338378186,)","(18.0,)",0.5555555555555556,"(2.4244596541786727,)","(16.825749999999996,)",9.91428571428572,13223.398475198312
AHL,SIFC,-1.6317518583018262,2.31862300287108,0.20556950601078716,0.05,"(10760.947922080764,)","(0.21853513739810787,)","(0.0484584997148472,)","(0.03091087449219375,)","(12.0,)",0.5,"(0.8696813725490194,)","(14.78458333333334,)",17.00000000000001,10760.947922080764
AHL,MKCL,-1.8281889206354034,2.560017963465322,0.20023423664987827,0.05,"(10229.462930612537,)","(0.21425531759229077,)","(0.019672539850766307,)","(0.0363181818181819,)","(4.0,)",0.75,"(inf,)","(23.125,)",0.0,10229.462930612537
AHL,RLFL,-1.100237476686823,1.981175553304537,0.2468601607050699,0.05,"(12066.211555967157,)","(1.1892889834448657,)","(0.4498027185692035,)","(0.013375460082428953,)","(17.0,)",0.6470588235294118,"(3.0938950276243107,)","(25.454318181818177,)",15.083333333333323,12066.211555967157
AHL,AKJCL,-1.1092912594378441,2.6583729007444776,-0.3708988398470746,0.05,"(10822.795648939073,)","(0.1698023302819541,)","(0.019160842793485646,)","(0.07466272955011548,)","(29.0,)",0.5862068965517241,"(1.3337961667599318,)","(11.216441176470582,)",12.99636363636364,10822.795648939073
AHL,HHL,-2.555668911917434,1.5192113932467861,-0.17635967856899915,0.05,"(12650.0839445853,)","(1.2745881112870985,)","(0.6313332628448434,)","(0.015567775593152963,)","(17.0,)",0.5294117647058824,"(1.4555417495029823,)","(16.269722222222224,)",14.37142857142857,12650.0839445853
AHL,CITY,-1.0888305966122995,2.4611173265524515,-0.2843786654355017,0.05,"(11703.027844533877,)","(0.8200340363515048,)","(0.16264459072863988,)","(0.04758689236574129,)","(14.0,)",0.5,"(0.822996575342466,)","(17.165357142857147,)",20.857142857142858,11703.027844533877
AHL,GFCL,-1.047068153450585,1.4065968515109712,0.4735045639287081,0.1,"(12394.74432942297,)","(1.1598973362973664,)","(0.25843369583788217,)","(0.044297654773633365,)","(22.0,)",0.5909090909090909,"(2.3694720734506505,)","(23.822307692307692,)",14.52222222222222,12394.74432942297
AHL,RAWA,-1.2838825306888382,2.462259945486416,0.09284504822101192,0.05,"(9443.109748119034,)","(-0.691020658673255,)","(-0.058905076624466104,)","(0.17825797883200048,)","(24.0,)",0.625,"(1.7702762430939247,)","(10.680666666666673,)",10.05555555555555,9443.109748119034
AHL,DOLTI,-1.1082546382119993,1.1674730244879545,0.07528448301571489,0.2,"(12891.07512030412,)","(1.3129209476408032,)","(0.9652657600885332,)","(0.013272804140539824,)","(11.0,)",0.6363636363636364,"(2.2480206540447503,)","(37.317142857142855,)",38.73333333333333,12891.07512030412
AHL,TSHL,-1.2844095555723145,2.2971738478427888,0.47386854486110463,0.05,"(11302.82172068942,)","(1.392100503248342,)","(1.8173262080208545,)","(0.002997000999999742,)","(8.0,)",0.875,"(28.334210526315697,)","(30.762857142857136,)",7.600000000000023,11302.82172068942
AHL,MPFL,-1.0156078988574,1.695961904962722,-0.47708767257035156,0.05,"(11607.240441638964,)","(0.7947210032835991,)","(0.14266298466845467,)","(0.038157940989837345,)","(23.0,)",0.4782608695652174,"(1.0819594273695632,)","(14.497272727272728,)",13.399090909090916,11607.240441638964
AHL,BHPL,-1.167886180669636,1.7812188563021707,-0.4602742977045581,0.15000000000000002,"(10816.263928169132,)","(0.19675779471249683,)","(0.024727888077083652,)","(0.07227208927831594,)","(35.0,)",0.5428571428571428,"(1.6900305188199392,)","(17.487368421052633,)",13.106666666666664,10816.263928169132
AHL,SIKLES,-2.6822793758075116,2.051598470331138,-0.4046672666631327,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
AHL,CFCL,-1.4997096043573932,1.576958772608777,0.20127757062431462,0.05,"(10024.258641153914,)","(-0.561691046253297,)","(-0.06360953158492992,)","(0.06184749898011779,)","(13.0,)",0.5384615384615384,"(2.1506008359456636,)","(29.40178571428571,)",15.949999999999998,10024.258641153914
SJLIC,SFEF,-1.8065694972043853,1.8012441734031968,-0.065380474639541,0.05,"(-6978.124879927213,)","(1.157869745979227,)","(0.19943673881029347,)","(1.105552519612661,)","(24.0,)",0.75,"(2.2401253346312986,)","(5.113708333333333,)",8.217999999999995,-6978.124879927213
SJLIC,VLUCL,-2.577790911609698,2.925541461917674,-0.46488702021952466,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
SJLIC,NIBLGF,-2.411651504065518,2.1571432748022117,-0.018587467523295986,0.05,"(-19512.637848465016,)","(0.7941564089393631,)","(0.13774189364168996,)","(1.5626428289064995,)","(10.0,)",0.6,"(1.3093177189409306,)","(3.2143749999999933,)",3.68250000000001,-19512.637848465016
SJLIC,HRL,-1.1097246826155387,2.334228469475242,-0.35425424519484616,0.05,"(11244.752393796229,)","(1.7612045149685867,)","(0.49838630177626564,)","(0.031443737121673594,)","(7.0,)",0.2857142857142857,"(0.8352517985611521,)","(21.47850000000003,)",12.857500000000002,11244.752393796229
SJLIC,MBJC,-2.5954961187160426,1.5406513146507583,-0.38099305795756533,0.15000000000000002,"(11403.447779964983,)","(0.0532821425706767,)","(0.0075789527865103,)","(0.07140037111241859,)","(32.0,)",0.4375,"(0.5311833746830612,)","(13.916625000000005,)",21.575882352941182,11403.447779964983
SJLIC,NICFC,-1.5319068163532295,2.6317223612846563,0.0075379565987159225,0.05,"(19925.156060643898,)","(0.6490347417538692,)","(0.6132389297389567,)","(0.06978027213171559,)","(18.0,)",0.3333333333333333,"(0.2503250236667718,)","(6.610666666666667,)",14.404545454545458,19925.156060643898
SJLIC,SRLI,-1.3952504852697858,2.096359172138061,-0.01924278564069548,0.1,"(11401.513814902946,)","(-0.03409367671595094,)","(-0.004389678947237278,)","(0.09016224874133298,)","(35.0,)",0.45714285714285713,"(0.931143496906903,)","(30.66837499999999,)",27.735789473684218,11401.513814902946
SBID83,NIBD84,-1.469000933395709,2.872149950832366,-0.10459331415528705,0.1,"(10108.832342964435,)","(-0.8892869226274913,)","(-0.11814315657741736,)","(0.05774426917215772,)","(26.0,)",0.6923076923076923,"(2.5508506224066396,)","(17.07652777777778,)",15.0625,10108.832342964435
SBID83,KEF,-2.741938456421729,2.9720575963628635,0.45224882075733863,0.05,"(121248.76780226636,)","(0.8572096873439571,)","(1.4109294570612418,)","(0.197847592537242,)","(5.0,)",0.6,"(1.2964015151515156,)","(11.408333333333326,)",13.199999999999989,121248.76780226636
SBID83,MFLD85,-1.4835679829470119,2.841456986676204,0.35840471190146905,0.1,"(9798.542390986853,)","(-1.5734871434823636,)","(-0.13237966364814682,)","(0.03102716112544208,)","(18.0,)",0.5555555555555556,"(1.965729827742519,)","(21.682,)",15.757142857142867,9798.542390986853
SBID83,NBF2,-2.4290981161003655,1.035768916385028,0.38464322071661605,0.1,"(-16842242399.890974,)","(0.92539605928215,)","(0.13929458784889734,)","(7.188844312100043,)","(39.0,)",0.717948717948718,"(6.916477272727296,)","(0.3260625000000012,)",0.13200000000000003,-16842242399.890974
SBID83,PBD88,-1.6765143872551007,2.771059705847319,0.23659437034842035,0.05,"(10881.733838414271,)","(0.039514386242100276,)","(0.004907875580782144,)","(0.06549437670934555,)","(23.0,)",0.782608695652174,"(4.343234223300972,)","(19.88236111111111,)",16.479999999999997,10881.733838414271
SBID83,NBLD87,-1.8256677717798326,1.5530005669938862,0.15426924624068106,0.1,"(9961.892928850673,)","(-0.49490244097826647,)","(-0.043380717639248056,)","(0.06449513287999974,)","(38.0,)",0.6052631578947368,"(1.5948275862068975,)","(16.89130434782609,)",17.399999999999995,9961.892928850673
SBID83,EBLD85,-1.3108070757216916,2.163504226055668,-0.05681614179650385,0.05,"(10065.659726546804,)","(-0.3680756774593537,)","(-0.03502929110120147,)","(0.03830259776636569,)","(10.0,)",0.8,"(96.0843750000055,)","(9.608437500000003,)",0.39999999999997726,10065.659726546804
SBID83,NBLD85,-1.3728210410596697,2.248962922465197,-0.21455130799950184,0.05,"(9558.19776509176,)","(-1.0310861817386896,)","(-0.09204363443206469,)","(0.07692880118929324,)","(31.0,)",0.6774193548387096,"(1.9301994680851065,)","(17.279880952380953,)",18.8,9558.19776509176
SBID83,EBLD86,-1.3330988826886785,1.2175555021967432,0.24810853015257373,0.1,"(9754.125559645756,)","(-0.9837194916825208,)","(-0.09611473031465707,)","(0.06479203271189131,)","(56.0,)",0.625,"(2.8301605504587157,)","(14.102285714285713,)",8.719999999999999,9754.125559645756
SBID83,ICFCD83,-1.4511457924351714,2.396773983556364,-0.49772992273950567,0.1,"(11257.770573097456,)","(0.3830948543538804,)","(0.07629940573739764,)","(0.02055989716123863,)","(30.0,)",0.5333333333333333,"(1.895230716253443,)","(17.19921875,)",11.169230769230772,11257.770573097456
SBID83,PBLD86,-1.4352224733793555,2.5049291422521933,0.4091718514403835,0.05,"(9868.087817612373,)","(-1.212975295534157,)","(-0.1444672393268118,)","(0.03301539246837937,)","(22.0,)",0.5454545454545454,"(2.265234670704013,)","(24.93645833333335,)",14.67777777777778,9868.087817612373
SBID83,NICBF,-1.934318645050468,2.300734235056967,0.3688424733621889,0.05,"(844381.1609209611,)","(1.20514777980764,)","(1.4938357795984565,)","(0.3453039365599071,)","(29.0,)",0.5517241379310345,"(2.0488948497854103,)","(11.934812500000005,)",7.169230769230764,844381.1609209611
SBID83,NBLD82,-1.1367384027366132,1.8132334182482441,-0.13936805883314574,0.1,"(10373.12238681639,)","(-0.3805503919585818,)","(-0.07631254324479149,)","(0.03574868950341494,)","(28.0,)",0.5,"(2.2498697916666686,)","(18.51321428571429,)",8.861538461538457,10373.12238681639
SBID83,KBLD89,-1.8255609978216785,2.4094106045733605,-0.3359370886560067,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
SBID83,GWFD83,-2.797441821348314,1.0554595530734088,-0.17793787188409793,0.05,"(9976.36244652498,)","(-1.1162828455451126,)","(-0.11155406078697429,)","(0.03935051231962953,)","(22.0,)",0.5454545454545454,"(4.643941979522185,)","(22.67791666666668,)",6.511111111111114,9976.36244652498
SBID83,ADBLD83,-1.8126247695815578,1.3160423951258253,0.3990100067028297,0.05,"(10619.223824213928,)","(-0.07652456430602754,)","(-0.007630110286781544,)","(0.07334646396307261,)","(29.0,)",0.7241379310344828,"(2.502099447513814,)","(21.565714285714286,)",22.624999999999986,10619.223824213928
SBID83,JBBD87,-2.251317098522167,2.846171388832097,-0.4086720054312527,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
SBID83,SAGF,-2.4960881272070843,1.3973925584605371,-0.16783549491718786,0.1,"(-3682.406933176475,)","(-1.777022994577257,)","(-0.11885580479366095,)","(4.221151963557467,)","(28.0,)",0.42857142857142855,"(0.6644035532994919,)","(0.21814583333333334,)",0.2462500000000002,-3682.406933176475
SBID83,LVF2,-2.0830960324193173,1.302179429063662,0.48911391761187795,0.1,"(-218.0514939113213,)","(0.9003441950621354,)","(0.18920165818560758,)","(1.02544347573417,)","(16.0,)",0.5625,"(0.8289843500479088,)","(2.883944444444443,)",4.472857142857136,-218.0514939113213
SBID83,RBBD83,-1.058790709322803,2.397859353445599,-0.05055090498610948,0.05,"(10130.594871699808,)","(-0.04445484668889183,)","(-0.004616229130479102,)","(0.02534255929237423,)","(9.0,)",0.8888888888888888,"(inf,)","(8.914687500000003,)",0.0,10130.594871699808
SBID83,CCBD88,-1.141665063709425,2.556874697400143,-0.04300639727304656,0.05,"(10548.760136301229,)","(-0.24270503055537235,)","(-0.02899421766231742,)","(0.044207147944830605,)","(35.0,)",0.6571428571428571,"(2.343403171007929,)","(17.993260869565223,)",14.71666666666666,10548.760136301229
SBID83,NICGF,-1.4313624694454006,2.8269021522036315,0.10980955287527028,0.05,"(45208.660273292495,)","(0.6514901442260697,)","(1.5151149703281723,)","(0.11601876500028653,)","(34.0,)",0.4411764705882353,"(1.8112171464330422,)","(19.295500000000004,)",8.877777777777775,45208.660273292495
SBID83,CBLD88,-1.4205537268378083,1.312931000610701,0.4051714000374983,0.1,"(9395.238924343368,)","(-0.9587289007841995,)","(-0.07877284398232837,)","(0.0811073412833685,)","(51.0,)",0.6274509803921569,"(2.2991082668904745,)","(17.121171874999998,)",13.238888888888887,9395.238924343368
SBID83,SBID89,-1.9423752337832538,2.083938799637525,-0.24740001677668133,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
SBID83,SARBTM,-1.7902552746765878,1.5008188587301894,0.26714905085373397,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
SBID83,NICFC,-2.9744595587322915,2.557252250830896,0.37747990121819164,0.05,"(176088.11992958587,)","(0.9093258541212618,)","(0.8218683303381316,)","(0.6178276719172482,)","(3.0,)",0.6666666666666666,"(37.925000000000786,)","(0.37924999999999975,)",0.019999999999999574,176088.11992958587
SBID83,SBLD84,-1.4771741619220589,2.4067049558373608,-0.11759621899078243,0.1,"(9637.652446465007,)","(-2.0222739948070823,)","(-0.16520204527055393,)","(0.05569975546046224,)","(25.0,)",0.56,"(3.6231779661017005,)","(15.269107142857138,)",5.3636363636363535,9637.652446465007
SBID83,SBIBD86,-1.5990226994283534,2.9021111185464497,0.04219212090718938,0.05,"(10224.723945598536,)","(-0.7988828805047739,)","(-0.12735500407238728,)","(0.028841179146738637,)","(16.0,)",0.8125,"(4.372204968944101,)","(27.074038461538468,)",26.833333333333332,10224.723945598536
SBID83,BBC,-1.0639819474375294,1.9811084413640851,0.28365981323271405,0.05,"(9476.614333104426,)","(-1.7440854102198549,)","(-0.13777493894349466,)","(0.052338566689557164,)","(35.0,)",0.5714285714285714,"(3.80445196024296,)","(68.89862500000001,)",24.14666666666667,9476.614333104426
